ID,adjacent.non_tumor,adjacent.non_tumor.1,adjacent.non_tumor.2,HCC.58,HCC.63,HCC.68
FCN3,11.3079653801365,12.0630371590947,12.0630371590947,7.14792525945275,8.02183075908386,9.54233958004827
CLEC1B,7.14792525945275,9.54233958004827,10.3058929384872,4.76023553748922,5.43504974362439,4.33743654503611
PBK,4.33743654503611,3.7859520980515,3.7859520980515,9.91019281520229,8.62895571263495,5.93530141243336
